target_mode,candidate_id,state_date,actual_growth,actual_inflation,actual_labour,growth_lower,growth_upper,inflation_lower,inflation_upper,labour_lower,labour_upper,actual_regime,actual_family,growth_error,inflation_error,labour_error,forecast_growth,forecast_inflation,forecast_labour,forecast_regime,forecast_family,probabilities_json,primary_family,secondary_regime,family_top_probability,family_probability_margin,ambiguity_indicator,alternative_families_json,family_probabilities_json,regime_probabilities_json,threshold_family_consensus,scenario_count,forecast_family_probabilities_json,forecast_top_family
initial_release,expanding_robust_z__policy__equal__sensitive,2023-11-30,1.2268142583689041,-0.9472496968096024,0.00260241727733615,-2.0,2.0,-0.9181698859634194,0.09049433723697138,-1.1289961575348324,1.1830935880032842,disinflationary_expansion,benign_expansion,-0.7253031426449126,0.5334119224463784,-0.18417842748028565,0.5015111157239915,-0.413837774363224,-0.1815760102029495,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.0810546875, ""demand_slowdown"": 0.2294921875, ""disinflationary_expansion"": 0.357421875, ""hard_landing_risk"": 0.0869140625, ""mixed_transition"": 0.2080078125, ""overheating"": 0.0, ""reflation"": 0.0322265625, ""stagflation_risk"": 0.0048828125}",benign_expansion,disinflationary_expansion,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 1.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 1.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0048828125, ""benign_expansion"": 0.4384765625, ""contraction"": 0.31640625, ""inflationary_expansion"": 0.0322265625, ""mixed"": 0.2080078125}",benign_expansion
initial_release,expanding_robust_z__policy__equal__sensitive,2023-12-31,1.2268142583689041,-0.4183971452748992,0.2747781516739131,-2.0,2.0,-1.071933935195483,-0.07767395829934187,-1.0902162034538856,1.4393328621039352,disinflationary_expansion,benign_expansion,-0.6647677852763909,-0.15640680147251335,-0.041431753317425324,0.5620464730925132,-0.5748039467474125,0.2333463983564878,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.0546875, ""demand_slowdown"": 0.2705078125, ""disinflationary_expansion"": 0.431640625, ""hard_landing_risk"": 0.0693359375, ""mixed_transition"": 0.15625, ""overheating"": 0.001953125, ""reflation"": 0.015625, ""stagflation_risk"": 0.0}",benign_expansion,disinflationary_expansion,0.7777777777777778,0.5555555555555556,False,"[""mixed""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.7777777777777778, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.2222222222222222}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.7777777777777778, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.2222222222222222, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.0, ""benign_expansion"": 0.486328125, ""contraction"": 0.33984375, ""inflationary_expansion"": 0.017578125, ""mixed"": 0.15625}",benign_expansion
initial_release,expanding_robust_z__policy__equal__sensitive,2024-01-31,-0.42262141263589115,0.33474422525133374,0.8342773575824696,-2.0,2.0,-0.8749476766108608,0.11899143518464862,-1.079906490342471,1.4984948430432186,demand_slowdown,contraction,1.033363797683538,-0.7127223459644398,-0.5832636667130885,0.6107423850476468,-0.37797812071310605,0.2510136908693811,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.0849609375, ""demand_slowdown"": 0.2421875, ""disinflationary_expansion"": 0.390625, ""hard_landing_risk"": 0.0595703125, ""mixed_transition"": 0.1630859375, ""overheating"": 0.00390625, ""reflation"": 0.0546875, ""stagflation_risk"": 0.0009765625}",mixed,mixed_transition,0.5925925925925926,0.2962962962962963,True,"[""contraction"", ""benign_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.1111111111111111, ""contraction"": 0.2962962962962963, ""inflationary_expansion"": 0.0, ""mixed"": 0.5925925925925926}","{""balanced_expansion"": 0.1111111111111111, ""demand_slowdown"": 0.2962962962962963, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.5925925925925926, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.0009765625, ""benign_expansion"": 0.4755859375, ""contraction"": 0.3017578125, ""inflationary_expansion"": 0.05859375, ""mixed"": 0.1630859375}",benign_expansion
initial_release,expanding_robust_z__policy__equal__sensitive,2024-02-29,-0.42262141263589115,-0.0072676685832484995,-0.557702888323001,-2.0,2.0,-0.5273171901905185,0.5222689822387039,-1.3177848933993495,1.7485343950531704,demand_slowdown,contraction,1.139438334534029,0.0047435646073412455,0.8009229989219592,0.716816921898138,-0.002524103975907254,0.2432201105989582,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.115234375, ""demand_slowdown"": 0.169921875, ""disinflationary_expansion"": 0.2041015625, ""hard_landing_risk"": 0.0517578125, ""mixed_transition"": 0.1943359375, ""overheating"": 0.03515625, ""reflation"": 0.208984375, ""stagflation_risk"": 0.0205078125}",contraction,demand_slowdown,0.6666666666666666,0.4444444444444444,False,"[""mixed"", ""benign_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.1111111111111111, ""contraction"": 0.6666666666666666, ""inflationary_expansion"": 0.0, ""mixed"": 0.2222222222222222}","{""balanced_expansion"": 0.1111111111111111, ""demand_slowdown"": 0.5925925925925926, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.07407407407407407, ""mixed_transition"": 0.2222222222222222, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.0205078125, ""benign_expansion"": 0.3193359375, ""contraction"": 0.2216796875, ""inflationary_expansion"": 0.244140625, ""mixed"": 0.1943359375}",benign_expansion
initial_release,expanding_robust_z__policy__equal__sensitive,2024-03-31,-0.42262141263589115,0.08728207799915924,0.11330287824272717,-2.0,2.0,-0.7159470116367714,0.3687886674313678,-1.162604758249487,1.434752190275582,demand_slowdown,contraction,0.5975546327421211,-0.2608612501018611,-0.051534290503254594,0.17493322010622991,-0.17357917210270185,0.06176858773947257,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.11328125, ""demand_slowdown"": 0.2734375, ""disinflationary_expansion"": 0.224609375, ""hard_landing_risk"": 0.1025390625, ""mixed_transition"": 0.1865234375, ""overheating"": 0.013671875, ""reflation"": 0.0732421875, ""stagflation_risk"": 0.0126953125}",contraction,demand_slowdown,0.6666666666666666,0.4444444444444444,False,"[""benign_expansion"", ""mixed""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.2222222222222222, ""contraction"": 0.6666666666666666, ""inflationary_expansion"": 0.0, ""mixed"": 0.1111111111111111}","{""balanced_expansion"": 0.2222222222222222, ""demand_slowdown"": 0.6666666666666666, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.1111111111111111, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.0126953125, ""benign_expansion"": 0.337890625, ""contraction"": 0.3759765625, ""inflationary_expansion"": 0.0869140625, ""mixed"": 0.1865234375}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2024-04-30,0.8020392666775251,-0.23701626942913828,-0.6083998015830858,-2.0,2.0,-0.7726653062010357,0.32900342284841094,-1.300546602891486,1.5686108730032153,disinflationary_expansion,benign_expansion,-0.024227677790508384,0.015185327752825939,0.7219264092167679,0.7778115888870167,-0.22183094167631234,0.11352660763368208,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.091796875, ""demand_slowdown"": 0.166015625, ""disinflationary_expansion"": 0.3173828125, ""hard_landing_risk"": 0.0546875, ""mixed_transition"": 0.240234375, ""overheating"": 0.0078125, ""reflation"": 0.1162109375, ""stagflation_risk"": 0.005859375}",mixed,mixed_transition,0.6666666666666666,0.3333333333333333,False,"[""benign_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.3333333333333333, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.6666666666666666}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.3333333333333333, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.6666666666666666, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.005859375, ""benign_expansion"": 0.4091796875, ""contraction"": 0.220703125, ""inflationary_expansion"": 0.1240234375, ""mixed"": 0.240234375}",benign_expansion
initial_release,expanding_robust_z__policy__equal__sensitive,2024-05-31,0.8020392666775251,-1.1283899394054782,0.08395127908099742,-2.0,2.0,-1.0247052718940772,0.11203555246573306,-1.0574317703049898,1.4812063435249874,disinflationary_expansion,benign_expansion,-0.3860318813858328,0.6720550796913061,0.1208621555726504,0.41600738529169234,-0.4563348597141721,0.20481343465364782,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.09375, ""demand_slowdown"": 0.2509765625, ""disinflationary_expansion"": 0.3662109375, ""hard_landing_risk"": 0.0654296875, ""mixed_transition"": 0.166015625, ""overheating"": 0.00390625, ""reflation"": 0.05078125, ""stagflation_risk"": 0.0029296875}",benign_expansion,disinflationary_expansion,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 1.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 1.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0029296875, ""benign_expansion"": 0.4599609375, ""contraction"": 0.31640625, ""inflationary_expansion"": 0.0546875, ""mixed"": 0.166015625}",benign_expansion
initial_release,expanding_robust_z__policy__equal__sensitive,2024-06-30,0.8020392666775251,-0.9870578745508214,-0.3959423528940237,-2.0,2.0,-1.2574492196991567,-0.1343413630561998,-1.142625583738717,1.0944219998199627,disinflationary_expansion,benign_expansion,-0.6412287694285408,0.29116258317314314,0.1131191602797757,0.16081049724898433,-0.6958952913776782,-0.282823192614248,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.0400390625, ""demand_slowdown"": 0.2666015625, ""disinflationary_expansion"": 0.3408203125, ""hard_landing_risk"": 0.13671875, ""mixed_transition"": 0.201171875, ""overheating"": 0.0, ""reflation"": 0.013671875, ""stagflation_risk"": 0.0009765625}",benign_expansion,disinflationary_expansion,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 1.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 1.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0009765625, ""benign_expansion"": 0.380859375, ""contraction"": 0.4033203125, ""inflationary_expansion"": 0.013671875, ""mixed"": 0.201171875}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2024-07-31,0.043037615141961465,-0.7506504330449822,-0.8660323775190842,-1.7659203761964735,1.5814166318449807,-1.2902929965249457,-0.18064997410936465,-1.237099505309739,0.7357701337575695,mixed_transition,mixed,-0.13528948731770807,0.01517894772782713,0.3156207210455162,-0.0922518721757466,-0.7354714853171551,-0.550411656473568,mixed_transition,mixed,"{""balanced_expansion"": 0.0400390625, ""demand_slowdown"": 0.267578125, ""disinflationary_expansion"": 0.2578125, ""hard_landing_risk"": 0.197265625, ""mixed_transition"": 0.228515625, ""overheating"": 0.0009765625, ""reflation"": 0.0078125, ""stagflation_risk"": 0.0}",mixed,mixed_transition,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 0.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 1.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 1.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0, ""benign_expansion"": 0.2978515625, ""contraction"": 0.46484375, ""inflationary_expansion"": 0.0087890625, ""mixed"": 0.228515625}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2024-08-31,0.043037615141961465,-0.6572554604098881,-0.27393831071526964,-2.0,1.6385440752399554,-1.1879616432750093,-0.10532484486217182,-1.2558540911625795,1.1325474630272927,mixed_transition,mixed,-0.32944279450936564,0.010612216341297609,0.1334745586209738,-0.2864051793674042,-0.6466432440685905,-0.14046375209429585,demand_slowdown,contraction,"{""balanced_expansion"": 0.0390625, ""demand_slowdown"": 0.3544921875, ""disinflationary_expansion"": 0.26171875, ""hard_landing_risk"": 0.16796875, ""mixed_transition"": 0.1630859375, ""overheating"": 0.0009765625, ""reflation"": 0.01171875, ""stagflation_risk"": 0.0009765625}",mixed,mixed_transition,0.8148148148148148,0.6296296296296295,False,"[""benign_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.18518518518518517, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.8148148148148148}","{""balanced_expansion"": 0.07407407407407407, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.1111111111111111, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.8148148148148148, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0009765625, ""benign_expansion"": 0.30078125, ""contraction"": 0.5224609375, ""inflationary_expansion"": 0.0126953125, ""mixed"": 0.1630859375}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2024-09-30,0.043037615141961465,-0.2549854104250943,-0.019021949805544884,-2.0,1.674528510428006,-1.1834658173852755,-0.07947495254240877,-1.3717282031745273,1.0331818504664911,balanced_expansion,benign_expansion,-0.3622413381680878,-0.3764849745387479,-0.18830874360403807,-0.3192037230261263,-0.6314703849638422,-0.20733069340958296,demand_slowdown,contraction,"{""balanced_expansion"": 0.0517578125, ""demand_slowdown"": 0.3740234375, ""disinflationary_expansion"": 0.2216796875, ""hard_landing_risk"": 0.1689453125, ""mixed_transition"": 0.171875, ""overheating"": 0.0, ""reflation"": 0.01171875, ""stagflation_risk"": 0.0}",benign_expansion,balanced_expansion,0.8888888888888888,0.7777777777777777,False,"[""mixed""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.8888888888888888, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.1111111111111111}","{""balanced_expansion"": 0.7777777777777778, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.1111111111111111, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.1111111111111111, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0, ""benign_expansion"": 0.2734375, ""contraction"": 0.54296875, ""inflationary_expansion"": 0.01171875, ""mixed"": 0.171875}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2024-10-31,-0.2183278256516333,-0.18000402435411528,-0.637307533425998,-1.7721149087419197,1.8139009936533617,-1.0212769059095765,0.12641585821585105,-1.2056421089912592,1.1077255749958819,balanced_expansion,benign_expansion,0.2392208681073545,-0.26742649949274744,0.48422059151723135,0.02089304245572119,-0.4474305238468627,-0.15308694190876665,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.0849609375, ""demand_slowdown"": 0.294921875, ""disinflationary_expansion"": 0.2939453125, ""hard_landing_risk"": 0.1240234375, ""mixed_transition"": 0.1611328125, ""overheating"": 0.0029296875, ""reflation"": 0.0341796875, ""stagflation_risk"": 0.00390625}",mixed,mixed_transition,0.5555555555555556,0.22222222222222227,True,"[""benign_expansion"", ""contraction""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.3333333333333333, ""contraction"": 0.1111111111111111, ""inflationary_expansion"": 0.0, ""mixed"": 0.5555555555555556}","{""balanced_expansion"": 0.3333333333333333, ""demand_slowdown"": 0.1111111111111111, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.5555555555555556, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.00390625, ""benign_expansion"": 0.37890625, ""contraction"": 0.4189453125, ""inflationary_expansion"": 0.037109375, ""mixed"": 0.1611328125}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2024-11-30,-0.2183278256516333,-0.5873676137553795,-0.17972337462339794,-2.0,1.9489243836575085,-0.9233317272872902,0.2875577439615689,-1.2126683402882512,0.36702215069938465,balanced_expansion,benign_expansion,0.10504615663419482,0.2694806220925189,-0.425446141487818,-0.11328166901743848,-0.3178869916628606,-0.6051695161112159,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.0712890625, ""demand_slowdown"": 0.23046875, ""disinflationary_expansion"": 0.1904296875, ""hard_landing_risk"": 0.228515625, ""mixed_transition"": 0.20703125, ""overheating"": 0.0, ""reflation"": 0.0625, ""stagflation_risk"": 0.009765625}",mixed,mixed_transition,0.5555555555555556,0.33333333333333337,True,"[""benign_expansion"", ""contraction""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.2222222222222222, ""contraction"": 0.2222222222222222, ""inflationary_expansion"": 0.0, ""mixed"": 0.5555555555555556}","{""balanced_expansion"": 0.2222222222222222, ""demand_slowdown"": 0.2222222222222222, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.5555555555555556, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.009765625, ""benign_expansion"": 0.26171875, ""contraction"": 0.458984375, ""inflationary_expansion"": 0.0625, ""mixed"": 0.20703125}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2024-12-31,-0.2183278256516333,-0.4645064928603841,-0.25576792295384077,-2.0,1.8421725488480656,-1.0956197154841478,0.15067490055911634,-1.2391277240238137,1.2756139409810143,balanced_expansion,benign_expansion,-0.07539316627880358,-0.007965914602131585,0.39098674516885895,-0.2937209919304369,-0.4724724074625157,0.1352188222150182,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.0712890625, ""demand_slowdown"": 0.41015625, ""disinflationary_expansion"": 0.25, ""hard_landing_risk"": 0.1015625, ""mixed_transition"": 0.12890625, ""overheating"": 0.0009765625, ""reflation"": 0.0302734375, ""stagflation_risk"": 0.0068359375}",mixed,mixed_transition,0.48148148148148145,0.07407407407407407,True,"[""benign_expansion"", ""contraction""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.4074074074074074, ""contraction"": 0.1111111111111111, ""inflationary_expansion"": 0.0, ""mixed"": 0.48148148148148145}","{""balanced_expansion"": 0.4074074074074074, ""demand_slowdown"": 0.1111111111111111, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.48148148148148145, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.0068359375, ""benign_expansion"": 0.3212890625, ""contraction"": 0.51171875, ""inflationary_expansion"": 0.03125, ""mixed"": 0.12890625}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2025-01-31,-1.376803856757714,0.35176228850391833,0.06132960798772008,-2.0,2.0,-1.2493568558372716,0.00563232536929896,-1.2243340996709053,1.2574947753131573,demand_slowdown,contraction,1.429860523392788,-0.9736245537379047,-0.003561904749712609,0.05305666663507378,-0.6218622652339864,0.05776770323800747,mixed_transition,mixed,"{""balanced_expansion"": 0.056640625, ""demand_slowdown"": 0.314453125, ""disinflationary_expansion"": 0.33984375, ""hard_landing_risk"": 0.1025390625, ""mixed_transition"": 0.1513671875, ""overheating"": 0.0009765625, ""reflation"": 0.0302734375, ""stagflation_risk"": 0.00390625}",mixed,mixed_transition,0.7777777777777778,0.5555555555555556,False,"[""contraction""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.0, ""contraction"": 0.2222222222222222, ""inflationary_expansion"": 0.0, ""mixed"": 0.7777777777777778}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.2222222222222222, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.7777777777777778, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.00390625, ""benign_expansion"": 0.396484375, ""contraction"": 0.4169921875, ""inflationary_expansion"": 0.03125, ""mixed"": 0.1513671875}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2025-02-28,-1.376803856757714,0.0615822160429927,-0.47435835523063213,-2.0,2.0,-0.5971177757532496,0.6844833664905446,-0.9497288002829152,1.3892283040053957,demand_slowdown,contraction,1.528214715111021,-0.01789942067434521,0.788390168432151,0.15141085835330692,0.04368279536864749,0.31403181320151885,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.119140625, ""demand_slowdown"": 0.2578125, ""disinflationary_expansion"": 0.1904296875, ""hard_landing_risk"": 0.0693359375, ""mixed_transition"": 0.1337890625, ""overheating"": 0.0439453125, ""reflation"": 0.140625, ""stagflation_risk"": 0.044921875}",contraction,demand_slowdown,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 0.0, ""contraction"": 1.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.8888888888888888, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.1111111111111111, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.044921875, ""benign_expansion"": 0.3095703125, ""contraction"": 0.3271484375, ""inflationary_expansion"": 0.1845703125, ""mixed"": 0.1337890625}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2025-03-31,-1.376803856757714,-1.5240704061592623,-0.4060939738980248,-2.0,2.0,-0.8489164695195248,0.43000112381235794,-1.1796753599460768,0.6418704685289527,demand_slowdown,contraction,1.425986036013713,1.3146127333056787,-0.15812532158037473,0.049182179255999006,-0.2094576728535834,-0.5642192954783996,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.09375, ""demand_slowdown"": 0.2119140625, ""disinflationary_expansion"": 0.1865234375, ""hard_landing_risk"": 0.1884765625, ""mixed_transition"": 0.21875, ""overheating"": 0.0009765625, ""reflation"": 0.0888671875, ""stagflation_risk"": 0.0107421875}",contraction,demand_slowdown,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 0.0, ""contraction"": 1.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.8888888888888888, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.1111111111111111, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0107421875, ""benign_expansion"": 0.2802734375, ""contraction"": 0.400390625, ""inflationary_expansion"": 0.08984375, ""mixed"": 0.21875}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2025-04-30,0.1783867108938914,-0.7486187818454682,-0.7553830095085261,-2.0,2.0,-1.4339387512938029,-0.1543320549654592,-1.2189914121980303,1.2936254211012956,mixed_transition,mixed,-0.20153194856794768,-0.045516621284162895,0.7861596957345648,-0.023145237674056268,-0.794135403129631,0.030776686226038706,mixed_transition,mixed,"{""balanced_expansion"": 0.0302734375, ""demand_slowdown"": 0.3310546875, ""disinflationary_expansion"": 0.361328125, ""hard_landing_risk"": 0.1103515625, ""mixed_transition"": 0.1513671875, ""overheating"": 0.001953125, ""reflation"": 0.0126953125, ""stagflation_risk"": 0.0009765625}",mixed,mixed_transition,0.9259259259259259,0.8518518518518519,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 0.07407407407407407, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.9259259259259259}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.07407407407407407, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.9259259259259259, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0009765625, ""benign_expansion"": 0.3916015625, ""contraction"": 0.44140625, ""inflationary_expansion"": 0.0146484375, ""mixed"": 0.1513671875}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2025-05-31,0.1783867108938914,-0.7741244178734259,-0.15972170996942325,-2.0,2.0,-0.8912400450429686,0.40313204256200574,-1.2613571336082279,1.1826344680344545,disinflationary_expansion,benign_expansion,-0.42070678538953443,0.5300704166329445,0.03745865451833216,-0.242320074495643,-0.24405400124048138,-0.12226305545109109,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.0849609375, ""demand_slowdown"": 0.3203125, ""disinflationary_expansion"": 0.1845703125, ""hard_landing_risk"": 0.1630859375, ""mixed_transition"": 0.1357421875, ""overheating"": 0.0078125, ""reflation"": 0.0859375, ""stagflation_risk"": 0.017578125}",mixed,mixed_transition,0.6666666666666666,0.3333333333333333,False,"[""benign_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.3333333333333333, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.6666666666666666}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.3333333333333333, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.6666666666666666, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.017578125, ""benign_expansion"": 0.26953125, ""contraction"": 0.4833984375, ""inflationary_expansion"": 0.09375, ""mixed"": 0.1357421875}",contraction
initial_release,expanding_robust_z__policy__equal__sensitive,2025-06-30,0.1783867108938914,-0.16134833979405813,-0.5852558204118158,-2.0,1.9338914598609875,-0.6619597512939341,0.6916669866634986,-1.2421961740818652,0.713340906133435,disinflationary_expansion,benign_expansion,-0.5915181677021926,0.17620195747884032,0.08484608162002549,-0.4131314568083011,0.014853617684782194,-0.5004097387917903,demand_slowdown,contraction,"{""balanced_expansion"": 0.1142578125, ""demand_slowdown"": 0.23046875, ""disinflationary_expansion"": 0.0966796875, ""hard_landing_risk"": 0.2548828125, ""mixed_transition"": 0.142578125, ""overheating"": 0.001953125, ""reflation"": 0.123046875, ""stagflation_risk"": 0.0361328125}",mixed,mixed_transition,0.5555555555555556,0.11111111111111116,True,"[""benign_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.4444444444444444, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.5555555555555556}","{""balanced_expansion"": 0.2839506172839506, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.16049382716049382, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.5555555555555556, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.0361328125, ""benign_expansion"": 0.2109375, ""contraction"": 0.4853515625, ""inflationary_expansion"": 0.125, ""mixed"": 0.142578125}",contraction
